,Itemset,Itemset Support,Rule Antecedent,Rule Confidence,Rule Consequent,Rule Lift,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
20,"frozenset({'ARTS 137', 'THEA', '0'})",0.017058096415327566,"frozenset({'THEA', '0'})",0.26335877862595425,frozenset({'ARTS 137'}),13.484636196733987,15.0,11.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,
21,"frozenset({'THEA', 'ARTS 137', '0', 'James Bazewicz'})",0.006383501104836729,"frozenset({'THEA', '0', 'James Bazewicz'})",0.6842105263157894,frozenset({'ARTS 137'}),40.38825324180014,16.0,12.0,9.0,369.0,,,,,,,,,,,,,,,
22,"frozenset({'THEA', 'Andrew Elliott', '0', 'ARTS 117'})",0.006427688504326329,"frozenset({'THEA', '0', 'Andrew Elliott'})",0.6190476190476191,frozenset({'ARTS 117'}),47.24618149146451,17.0,13.0,10.0,407.0,,,,,,,,,,,,,,,
23,"frozenset({'BC 103', 'SPAN'})",0.008877928483353885,frozenset({'SPAN'}),0.2181818181818181,frozenset({'BC 103'}),8.191919191919192,18.0,14.0,11.0,9.0,6.0,6.0,5.0,5.0,58.0,,,,,,,,,,
24,"frozenset({'BC 103', 'SPAN', '18'})",0.007891491985203452,"frozenset({'SPAN', '18'})",0.2162162162162162,frozenset({'BC 103'}),8.118118118118117,19.0,15.0,12.0,10.0,7.0,251.0,,,,,,,,,,,,,
25,"frozenset({'BC 103', 'SPAN', '18', '0'})",0.007644882860665844,"frozenset({'SPAN', '18', '0'})",0.21527777777777776,frozenset({'BC 103'}),8.082883230452675,20.0,16.0,13.0,11.0,8.0,254.0,,,,,,,,,,,,,
26,"frozenset({'BC 103', 'SPAN', '0'})",0.008631319358816275,"frozenset({'SPAN', '0'})",0.21875,frozenset({'BC 103'}),8.213252314814815,21.0,17.0,14.0,12.0,9.0,7.0,6.0,90.0,,,,,,,,,,,
27,"frozenset({'Principles of Chemistry II Lab', 'HSC S211'})",0.00519159456118665,frozenset({'Principles of Chemistry II Lab'}),1.0,frozenset({'HSC S211'}),76.32075471698113,380.0,,,,,,,,,,,,,,,,,,
28,"frozenset({'Principles of Chemistry II Lab', 'CHEM', 'HSC S211'})",0.00519159456118665,"frozenset({'Principles of Chemistry II Lab', 'CHEM'})",1.0,frozenset({'HSC S211'}),76.32075471698113,460.0,,,,,,,,,,,,,,,,,,
29,"frozenset({'HSC S211', 'Principles of Chemistry II Lab', 'CHEM', '16'})",0.00519159456118665,"frozenset({'Principles of Chemistry II Lab', 'CHEM', '16'})",1.0,frozenset({'HSC S211'}),76.32075471698113,522.0,,,,,,,,,,,,,,,,,,
30,"frozenset({'16', 'Principles of Chemistry II Lab', 'CHEM', 'HSC S211', '0'})",0.00519159456118665,"frozenset({'Principles of Chemistry II Lab', 'CHEM', '16', '0'})",1.0,frozenset({'HSC S211'}),76.32075471698113,545.0,,,,,,,,,,,,,,,,,,
31,"frozenset({'Principles of Chemistry II Lab', 'CHEM', 'HSC S211', '0'})",0.00519159456118665,"frozenset({'Principles of Chemistry II Lab', 'CHEM', '0'})",1.0,frozenset({'HSC S211'}),76.32075471698113,506.0,,,,,,,,,,,,,,,,,,
32,"frozenset({'HSC S211', 'Principles of Chemistry II Lab', '16'})",0.00519159456118665,"frozenset({'Principles of Chemistry II Lab', '16'})",1.0,frozenset({'HSC S211'}),76.32075471698113,432.0,,,,,,,,,,,,,,,,,,
33,"frozenset({'HSC S211', 'Principles of Chemistry II Lab', '16', '0'})",0.00519159456118665,"frozenset({'Principles of Chemistry II Lab', '16', '0'})",1.0,frozenset({'HSC S211'}),76.32075471698113,484.0,,,,,,,,,,,,,,,,,,
34,"frozenset({'Principles of Chemistry II Lab', 'HSC S211', '0'})",0.00519159456118665,"frozenset({'Principles of Chemistry II Lab', '0'})",1.0,frozenset({'HSC S211'}),76.32075471698113,411.0,,,,,,,,,,,,,,,,,,
35,"frozenset({'HSC S211', 'Principles of Chemistry I Lab'})",0.007897334649555773,frozenset({'Principles of Chemistry I Lab'}),0.8888888888888888,frozenset({'HSC S211'}),67.958071278826,22.0,18.0,15.0,13.0,10.0,8.0,104.0,,,,,,,,,,,,
36,"frozenset({'Principles of Chemistry I Lab', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'HSC S211'})",0.007650542941757156,"frozenset({'Principles of Chemistry I Lab', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.9393939393939394,frozenset({'HSC S211'}),71.8193253287593,23.0,19.0,16.0,14.0,11.0,278.0,,,,,,,,,,,,,
37,"frozenset({'HSC S211', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '16', 'Principles of Chemistry I Lab'})",0.007650542941757156,"frozenset({'Principles of Chemistry I Lab', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '16'})",0.9393939393939394,frozenset({'HSC S211'}),71.8193253287593,24.0,20.0,17.0,15.0,12.0,276.0,,,,,,,,,,,,,
38,"frozenset({'16', 'Principles of Chemistry I Lab', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'HSC S211', '0'})",0.007650542941757156,"frozenset({'Principles of Chemistry I Lab', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '16', '0'})",0.9393939393939394,frozenset({'HSC S211'}),71.8193253287593,25.0,21.0,18.0,16.0,13.0,264.0,,,,,,,,,,,,,
39,"frozenset({'Principles of Chemistry I Lab', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'HSC S211', '0'})",0.007650542941757156,"frozenset({'Principles of Chemistry I Lab', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",0.9393939393939394,frozenset({'HSC S211'}),71.8193253287593,26.0,22.0,19.0,17.0,14.0,273.0,,,,,,,,,,,,,
40,"frozenset({'Principles of Chemistry I Lab', 'CHEM', 'HSC S211'})",0.007897334649555773,"frozenset({'Principles of Chemistry I Lab', 'CHEM'})",0.8888888888888888,frozenset({'HSC S211'}),67.958071278826,27.0,23.0,20.0,18.0,15.0,237.0,,,,,,,,,,,,,
41,"frozenset({'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'CHEM', 'HSC S211', 'Principles of Chemistry I Lab'})",0.007650542941757156,"frozenset({'Principles of Chemistry I Lab', 'CHEM', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.9393939393939394,frozenset({'HSC S211'}),71.8193253287593,28.0,24.0,21.0,19.0,16.0,277.0,,,,,,,,,,,,,
42,"frozenset({'Principles of Chemistry I Lab', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'CHEM', 'HSC S211', '0'})",0.007650542941757156,"frozenset({'Principles of Chemistry I Lab', 'CHEM', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",0.9393939393939394,frozenset({'HSC S211'}),71.8193253287593,29.0,25.0,22.0,20.0,17.0,184.0,,,,,,,,,,,,,
43,"frozenset({'HSC S211', 'CHEM', '16', 'Principles of Chemistry I Lab'})",0.007897334649555773,"frozenset({'Principles of Chemistry I Lab', 'CHEM', '16'})",0.9411764705882352,frozenset({'HSC S211'}),71.95560488346281,30.0,26.0,23.0,21.0,18.0,257.0,,,,,,,,,,,,,
44,"frozenset({'16', 'Principles of Chemistry I Lab', 'CHEM', 'HSC S211', '0'})",0.007897334649555773,"frozenset({'Principles of Chemistry I Lab', 'CHEM', '16', '0'})",0.9411764705882352,frozenset({'HSC S211'}),71.95560488346281,31.0,27.0,24.0,22.0,19.0,259.0,,,,,,,,,,,,,
45,"frozenset({'Principles of Chemistry I Lab', 'CHEM', 'HSC S211', '0'})",0.007897334649555773,"frozenset({'Principles of Chemistry I Lab', 'CHEM', '0'})",0.8888888888888888,frozenset({'HSC S211'}),67.958071278826,32.0,28.0,25.0,23.0,20.0,255.0,,,,,,,,,,,,,
46,"frozenset({'HSC S211', '16', 'Principles of Chemistry I Lab'})",0.007897334649555773,"frozenset({'Principles of Chemistry I Lab', '16'})",0.9411764705882352,frozenset({'HSC S211'}),71.95560488346281,33.0,29.0,26.0,24.0,21.0,247.0,,,,,,,,,,,,,
47,"frozenset({'HSC S211', '16', 'Principles of Chemistry I Lab', '0'})",0.007897334649555773,"frozenset({'Principles of Chemistry I Lab', '16', '0'})",0.9411764705882352,frozenset({'HSC S211'}),71.95560488346281,34.0,30.0,27.0,25.0,22.0,240.0,,,,,,,,,,,,,
48,"frozenset({'Principles of Chemistry I Lab', 'HSC S211', '0'})",0.007897334649555773,"frozenset({'Principles of Chemistry I Lab', '0'})",0.8888888888888888,frozenset({'HSC S211'}),67.958071278826,35.0,31.0,28.0,26.0,23.0,250.0,,,,,,,,,,,,,
49,"frozenset({'BC 18', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'WRTG'})",0.009334315892901008,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'WRTG'})",0.33333333333333337,frozenset({'BC 18'}),19.11267605633803,36.0,32.0,29.0,27.0,24.0,262.0,,,,,,,,,,,,,
50,"frozenset({'BC 18', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'WRTG', '0'})",0.009334315892901008,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'WRTG', '0'})",0.33628318584070804,frozenset({'BC 18'}),19.281814782500312,37.0,33.0,30.0,28.0,25.0,9.0,7.0,6.0,83.0,,,,,,,,,,
51,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTS 138', 'THEA'})",0.007121807465618859,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'THEA'})",0.42028985507246375,frozenset({'ARTS 138'}),31.69296833064949,38.0,34.0,31.0,29.0,369.0,,,,,,,,,,,,,,
52,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'MUS', 'MUS 101'})",0.008374384236453201,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'MUS'})",0.3736263736263736,frozenset({'MUS 101'}),39.91902834008096,39.0,35.0,32.0,30.0,26.0,195.0,,,,,,,,,,,,,
53,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'MUS', 'MUS 101', '40'})",0.00541871921182266,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'MUS', '40'})",1.0,frozenset({'MUS 101'}),106.84210526315788,40.0,539.0,,,,,,,,,,,,,,,,,
54,"frozenset({'MUS 101', 'MUS', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '40', '0'})",0.00541871921182266,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'MUS', '40', '0'})",1.0,frozenset({'MUS 101'}),106.84210526315788,41.0,541.0,,,,,,,,,,,,,,,,,
55,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'MUS', 'MUS 101', '0'})",0.008374384236453201,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'MUS', '0'})",0.3736263736263736,frozenset({'MUS 101'}),39.91902834008096,42.0,36.0,33.0,31.0,27.0,194.0,,,,,,,,,,,,,
56,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'EAP', 'COM PRES'})",0.009147095179233622,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'EAP'})",0.4933333333333334,frozenset({'COM PRES'}),32.71366120218579,43.0,37.0,34.0,32.0,28.0,208.0,,,,,,,,,,,,,
57,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'EAP', '0', 'COM PRES'})",0.009147095179233622,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'EAP', '0'})",0.4933333333333334,frozenset({'COM PRES'}),32.71366120218579,44.0,38.0,35.0,33.0,29.0,211.0,,,,,,,,,,,,,
58,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTS 106', 'ARTH'})",0.009825595676737905,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTH'})",0.851063829787234,frozenset({'ARTS 106'}),42.773837667454686,45.0,39.0,36.0,34.0,30.0,11.0,8.0,7.0,4.0,69.0,,,,,,,,,
59,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTH', 'ARTS 106', '0'})",0.009579955784819457,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTH', '0'})",0.8478260869565218,frozenset({'ARTS 106'}),42.611111111111114,46.0,40.0,37.0,35.0,31.0,222.0,,,,,,,,,,,,,
60,"frozenset({'ARTS 102', 'ART', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.007895386133728102,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ART'})",0.3368421052631579,frozenset({'ARTS 102'}),35.92686980609418,47.0,41.0,38.0,36.0,32.0,205.0,,,,,,,,,,,,,
61,"frozenset({'ARTS 206', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ART', '16'})",0.005155904738521974,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ART', '16'})",0.7000000000000001,frozenset({'ARTS 206'}),77.05675675675677,586.0,,,,,,,,,,,,,,,,,,
62,"frozenset({'ART', '16', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTS 206', '0'})",0.004910385465259023,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ART', '16', '0'})",0.7142857142857143,frozenset({'ARTS 206'}),78.62934362934364,597.0,,,,,,,,,,,,,,,,,,
63,"frozenset({'ARTS 102', 'ART', '14', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.004935834155972359,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ART', '14'})",0.5714285714285714,frozenset({'ARTS 102'}),64.31746031746032,703.0,,,,,,,,,,,,,,,,,,
64,"frozenset({'ART', '14', 'ARTS 102', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",0.004935834155972359,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ART', '14', '0'})",0.625,frozenset({'ARTS 102'}),70.34722222222223,702.0,,,,,,,,,,,,,,,,,,
65,"frozenset({'ARTS 102', 'ART', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",0.007648655317049099,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ART', '0'})",0.34444444444444444,frozenset({'ARTS 102'}),36.737719298245615,48.0,42.0,39.0,37.0,33.0,221.0,,,,,,,,,,,,,
66,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'MUS 101', '40'})",0.00541871921182266,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '40'})",0.3188405797101449,frozenset({'MUS 101'}),34.06559877955757,49.0,533.0,,,,,,,,,,,,,,,,,
67,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'MUS 101', '40', '0'})",0.00541871921182266,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '40', '0'})",0.3235294117647059,frozenset({'MUS 101'}),34.56656346749226,50.0,536.0,,,,,,,,,,,,,,,,,
68,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '2', 'EAP', 'COM PRES'})",0.004944375772558714,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '2', 'EAP'})",0.7142857142857143,frozenset({'COM PRES'}),47.36533957845433,607.0,,,,,,,,,,,,,,,,,,
69,"frozenset({'2', 'EAP', 'COM PRES', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",0.004944375772558714,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '2', 'EAP', '0'})",0.7142857142857143,frozenset({'COM PRES'}),47.36533957845433,611.0,,,,,,,,,,,,,,,,,,
70,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '2', '18', 'COM PRES'})",0.004944375772558714,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '2', '18'})",0.4166666666666666,frozenset({'COM PRES'}),27.629781420765024,609.0,,,,,,,,,,,,,,,,,,
71,"frozenset({'18', '2', 'EAP', 'COM PRES', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.004944375772558714,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '2', '18', 'EAP'})",0.7999999999999999,frozenset({'COM PRES'}),53.049180327868854,598.0,,,,,,,,,,,,,,,,,,
72,"frozenset({'18', '2', 'COM PRES', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",0.004944375772558714,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '2', '18', '0'})",0.4166666666666666,frozenset({'COM PRES'}),27.629781420765024,604.0,,,,,,,,,,,,,,,,,,
