Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ART 140 K 
4 cr 
CRN 10596","Printmaking 1
CLA-Breadth/Arts",Ahni Kruger,"01:55 PM - 03:55 PM TR
 04:00 PM - 07:00 PM T - Final Exam","ARTS 3
 ARTS 3 - Final Exam",14,9,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ART 240 - K; ART 340 - K 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 160 H 
4 cr 
CRN 10598","Painting I
CLA-Breadth/Arts",Michael Peglau,11:50 AM - 01:50 PM TR,ARTS 202,12,12,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 160 K 
4 cr 
CRN 10599","Painting I
CLA-Breadth/Arts",Michael Peglau,01:55 PM - 03:55 PM TR,ARTS 202,12,11,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 160 LN 
4 cr 
CRN 10597","Painting I
CLA-Breadth/Arts",Jason Karolak,"04:50 PM - 06:50 PM MW
 07:30 PM - 10:30 PM W - Final Exam","ARTS 202
 ARTS 202 - Final Exam",12,11,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 206 H 
4 cr 
CRN 10601",Drawing II,Claire Sherman,"11:50 AM - 01:50 PM TR
 12:30 PM - 03:30 PM R - Final Exam","ARTS 206
 ARTS 206 - Final Exam",15,16,-1,1,"Pre-reqs: ART 106 OR ART 21X 
Co-Reqs: 
Cross Listed: ART 306 - H 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 212 LN 
4 cr 
CRN 10603",Ceramic Sculpture II,William Mutter,"04:50 PM - 06:50 PM MR
 04:00 PM - 07:00 PM W - Final Exam","ARTS 206
 ARTS 206 - Final Exam",16,16,0,0,"Pre-reqs: ART 112 OR ART 27X 
Co-Reqs: 
Cross Listed: ART 112 - LN 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 212 T 
4 cr 
CRN 10602",Ceramic Sculpture II,William Mutter,"02:40 PM - 04:40 PM MW
 07:30 PM - 10:30 PM M - Final Exam","ARTS 7
 ARTS 7 - Final Exam",16,15,1,0,"Pre-reqs: ART 112 OR ART 27X 
Co-Reqs: 
Cross Listed: ART 112 - T 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 220 J 
4 cr 
CRN 10604","Digital Video
CLA-Breadth/Arts",Jessica Langley,12:30 PM - 02:30 PM MW,ARTS 102,14,11,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 230 E 
4 cr 
CRN 10662","Photography II
CLA-Breadth/Arts",Rory Mulligan,"10:25 AM - 12:25 PM MW
 12:30 PM - 03:30 PM M - Final Exam","ARTS 102
 ARTS 102 - Final Exam",14,14,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 240 K 
4 cr 
CRN 10605",Printmaking II,Ahni Kruger,"01:55 PM - 03:55 PM TR
 04:00 PM - 07:00 PM T - Final Exam","ARTS 3
 ARTS 3 - Final Exam",14,9,5,0,"Pre-reqs: (ART 140 OR ART 106 ) 
Co-Reqs: 
Cross Listed: ART 140 - K; ART 340 - K 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 260 T 
4 cr 
CRN 10606",Painting II,Jason Karolak,"02:40 PM - 04:40 PM MW
 07:30 PM - 10:30 PM M - Final Exam","ARTS 202
 ARTS 202 - Final Exam",12,12,0,0,"Pre-reqs: ART 160 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X 
1 cr 
CRN 10832",Ind. Study: Art,Claire Sherman,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X1 
1 cr 
CRN 10966",Ind. Study: Art,Claire Sherman,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X2 
1 cr 
CRN 11009",Painting and Drawing,Claire Sherman,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X3 
1 cr 
CRN 11019",Ind. Study: Art,Ahni Kruger,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X4 
1 cr 
CRN 11068",Drawing,Michael Peglau,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: 2nd Half Session 
Final Exam:"
"ART 306 H 
4 cr 
CRN 10607",Drawing III,Claire Sherman,"11:50 AM - 01:50 PM TR
 12:30 PM - 03:30 PM R - Final Exam","ARTS 206
 ARTS 206 - Final Exam",15,16,-1,0,"Pre-reqs: ART 206 OR ART 122X 
Co-Reqs: 
Cross Listed: ART 206 - H 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 340 K 
4 cr 
CRN 10608",Printmaking III,Ahni Kruger,"01:55 PM - 03:55 PM TR
 04:00 PM - 07:00 PM T - Final Exam","ARTS 3
 ARTS 3 - Final Exam",14,9,5,0,"Pre-reqs: ART 240 
Co-Reqs: 
Cross Listed: ART 140 - K; ART 240 - K 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385 X 
4 cr 
CRN 10610","Semester on Comtemporary Art
CLA-Off Campus Experience
CLA-Writing Intensive",Lee Arnold,-,,27,24,3,0,"Pre-reqs: ARTH 306 
Co-Reqs: ART 385L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385L X1 
0 cr 
CRN 10611",Lab for ART*385,Lee Arnold,"09:30 AM - 05:30 PM WF
 08:30 AM - 11:30 AM S - Final Exam",- Final Exam,10,6,4,0,"Pre-reqs: 
Co-Reqs: ART 385 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385L X2 
0 cr 
CRN 10612",Lab for ART*385,Lee Arnold,"09:30 AM - 05:30 PM W
 08:30 AM - 11:30 AM W - Final Exam",- Final Exam,10,4,6,0,"Pre-reqs: 
Co-Reqs: ART 385 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385L X3 
0 cr 
CRN 10613",Lab for ART*385,Lee Arnold,"09:30 AM - 05:30 PM F
 04:00 PM - 07:00 PM S - Final Exam",- Final Exam,13,14,-1,0,"Pre-reqs: 
Co-Reqs: ART 385 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 400 D 
4 cr 
CRN 10609","Selected Studio Projects
CLA-Capstone",Claire Sherman,"09:40 AM - 11:40 AM TR
 08:30 AM - 11:30 AM R - Final Exam","ARTS 207
 ARTS 207 - Final Exam",18,12,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 400 D 
4 cr 
CRN 10609","Senior Studio I
CLA-Capstone",Claire Sherman,"09:40 AM - 11:40 AM TR
 08:30 AM - 11:30 AM R - Final Exam","ARTS 207
 ARTS 207 - Final Exam",18,12,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ARTH 101 H 
4 cr 
CRN 10174","Western Art I: Ancient and Medieval
CLA-Breadth/Arts
CLA-Breadth/Humanities",Marguerite Keane,"11:50 AM - 01:05 PM TR
 12:30 PM - 03:30 PM R - Final Exam","ARTS 106
 ARTS 106 - Final Exam",45,31,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 219H D 
4 cr 
CRN 10701","Special Topics in Art History: Classical Antiquity - Honors
CLA-Baldwin Honors","Erik Anderson
 Marguerite Keane","09:00 AM - 10:15 AM TR
 08:30 AM - 11:30 AM R - Final Exam","ARTS 106
 ARTS 106 - Final Exam",18,10,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: HUM 211H - D 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 219H D 
4 cr 
CRN 10701","Special Topics in Art History: Classical Antiquity - Honors
CLA-Baldwin Honors","Erik Anderson
 Marguerite Keane","09:00 AM - 10:15 AM TR
 08:30 AM - 11:30 AM R - Final Exam","ARTS 106
 ARTS 106 - Final Exam",18,10,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: HUM 211H - D 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 243 K 
4 cr 
CRN 10175","History of Photography
CLA-Breadth/Arts
CLA-Breadth/Humanities",Kimberly Rhodes,"01:15 PM - 02:30 PM TR
 04:00 PM - 07:00 PM T - Final Exam","ARTS 106
 ARTS 106 - Final Exam",45,26,19,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 256 E 
4 cr 
CRN 10177","The Art of Ancient Egypt: History and Modern Myth
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Diversity International",Marguerite Keane,10:25 AM - 11:40 AM MW,ARTS 106,45,22,23,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 260 F 
4 cr 
CRN 10588","History of Architecture From A to Z: Alberti to Zaha Hadid
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Quantitative",Margaret Kuntz,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM T - Final Exam","ARTS 106
 ARTS 106 - Final Exam",20,20,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 260 G 
4 cr 
CRN 10967","History of Architecture From A to Z: Alberti to Zaha Hadid
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Quantitative",Margaret Kuntz,"11:50 AM - 01:05 PM WF
 12:30 PM - 03:30 PM W - Final Exam","ARTS 106
 ARTS 106 - Final Exam",15,9,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: HON 205 - G 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 380 X 
4 cr 
CRN 10572","British Experiential Research Tutorial
CLA-Diversity International
CLA-Off Campus Experience",Maria Masucci,-,,25,19,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ENGL 380 - X; HIST 380 - X; PSCI 380 - X; THEA 380 - X 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ARTH 383 X 
4 cr 
CRN 10623","Art and Architecture in London
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Off Campus Experience",Maria Masucci,-,,25,12,13,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ARTH 400 K 
4 cr 
CRN 10178","Research Seminar Capstone: Michelangelo and Bernini
CLA-Breadth/Humanities
CLA-Capstone
CLA-Writing in the Major",Margaret Kuntz,"01:15 PM - 03:45 PM R
 07:30 PM - 10:30 PM R - Final Exam","ARTS 105
 ARTS 105 - Final Exam",15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 410 X1 
4 cr 
CRN 10795","Specialized Honors - Artists with Disabilities: Expressing Identity through Opposition
CLA-Baldwin Honors
CLA-Capstone
CLA-Writing Intensive",Kimberly Rhodes,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"BCHM 395 X 
4 cr 
CRN 10801","Research in Biochemistry
CLA-Writing in the Major",Stephen Dunaway,-,,20,8,12,0,"Pre-reqs: (CHEM 360 ) OR (CHEM 117X ) OR (CHEM 117X ) OR (BIOL 368 ) OR (BIOL 156X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"BIOL 150 A 
4 cr 
CRN 10382","Ecology and Evolution
CLA-Breadth/Natural Science
CLA-Quantitative
CLA-Writing in the Major",Sara Webb,"08:00 AM - 09:05 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","HSC S4
 HSC HSC -S4 - Final Exam",40,33,7,0,"Pre-reqs: 
Co-Reqs: BIOL 150L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150 G 
4 cr 
CRN 10383","Ecology and Evolution
CLA-Breadth/Natural Science
CLA-Quantitative
CLA-Writing in the Major",Caroline Maier,"11:50 AM - 01:05 PM MWF
 12:30 PM - 03:30 PM W - Final Exam","HSC S4
 HSC HSC -S4 - Final Exam",56,56,0,0,"Pre-reqs: 
Co-Reqs: BIOL 150L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L A1 
0 cr 
CRN 10384",Lab for Ecology and Evolution,Paris Scarano,01:15 PM - 04:15 PM M,HSC S129,24,20,4,0,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L A2 
0 cr 
CRN 10385",Lab for Ecology and Evolution,Paris Scarano,01:15 PM - 04:15 PM T,HSC S129,24,22,2,0,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L A3 
0 cr 
CRN 10386",Lab for Ecology and Evolution,Paris Scarano,01:15 PM - 04:15 PM W,HSC S129,24,23,1,0,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L A4 
0 cr 
CRN 10387",Lab for Ecology and Evolution,Paris Scarano,01:15 PM - 04:15 PM R,HSC S129,24,24,0,0,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 250 D 
4 cr 
CRN 10388","Molecular and Cellular Biology
CLA-Writing in the Major",Stephen Dunaway,"09:00 AM - 10:15 AM TR
 08:30 AM - 11:30 AM R - Final Exam","HSC S4
 HSC HSC -S4 - Final Exam",38,37,1,0,"Pre-reqs: (BIOL 160 ) AND (CHEM 160 OR CHEM 161 ) 
Co-Reqs: BIOL 250L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 250 F 
4 cr 
CRN 10389","Molecular and Cellular Biology
CLA-Writing in the Major",Stephen Dunaway,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM T - Final Exam","HSC S4
 HSC HSC -S4 - Final Exam",38,32,6,0,"Pre-reqs: (BIOL 160 ) AND (CHEM 160 OR CHEM 161 ) 
Co-Reqs: BIOL 250L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
