Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ANTH 411 X 
4 cr 
CRN 30850","Minority Experience and Representation in Comic Book Fandom Culture
CLA-Capstone
CLA-Writing Intensive",Allan Dawson,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ANTH 411 X1 
4 cr 
CRN 30900","Anthropology Specialized Honors
CLA-Capstone
CLA-Writing Intensive",Marc Boglioli,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ARBC 102 J 
4 cr 
CRN 30315",Elementary Modern Standard Ara,Mona Zaki,"01:45 PM - 02:50 PM MWF
 04:00 PM - 07:00 PM M - Final Exam","BC 203
 BC 203 - Final Exam",16,12,4,0,"Pre-reqs: ARBC 101 (MAY BE TAKEN CONCURRENTLY) 
Co-Reqs: ARBC 104 
Cross Listed: ARBC 102H - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARBC 102H J 
4 cr 
CRN 30316",Elementary Modern Standard Arabic II,Mona Zaki,01:45 PM - 02:50 PM MWF,BC 203,16,12,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ARBC 102 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARBC 104 F 
2 cr 
CRN 30317",Arabic Conversation II,Mona Zaki,"10:50 AM - 11:40 AM TR
 08:30 AM - 11:30 AM T - Final Exam","BC 118
 BC 118 - Final Exam",14,8,6,0,"Pre-reqs: 
Co-Reqs: ARBC 102 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARBC 202 T 
4 cr 
CRN 30318","Intermediate Modern Standard Arabic II
CLA-Foreign Language",Mona Zaki,"03:15 PM - 04:20 PM MWF
 04:00 PM - 07:00 PM F - Final Exam","BC 118
 BC 118 - Final Exam",14,6,8,0,"Pre-reqs: ARBC 201 OR ARBC 30X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARBC 300 X 
2 cr 
CRN 30319","Ind. Study: Arabic
CLA-Foreign Language",Mona Zaki,-,,5,0,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ART 104 LN 
4 cr 
CRN 30354","Light, Color & Design
CLA-Breadth/Arts",Jason Karolak,04:30 PM - 06:30 PM MW,ARTS 3,18,16,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 104 LN 
4 cr 
CRN 30354","Two-Dimensional Design
CLA-Breadth/Arts",Jason Karolak,04:30 PM - 06:30 PM MW,ARTS 3,18,16,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 105 MO 
4 cr 
CRN 30355","Sculpture I
CLA-Breadth/Arts",Raymond Stein,04:30 PM - 06:30 PM TR,ARTS 8,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ART 205 - MO; ART 305 - MO 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 106 H 
4 cr 
CRN 30356","Drawing I
CLA-Breadth/Arts",Raymond Stein,12:15 PM - 02:15 PM TR,ARTS 206,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 106 J 
4 cr 
CRN 30357","Drawing I
CLA-Breadth/Arts",Jason Karolak,01:45 PM - 03:45 PM MW,ARTS 206,16,12,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 112 C 
4 cr 
CRN 30358","Ceramic Sculpture I
CLA-Breadth/Arts",William Mutter,09:25 AM - 11:25 AM MW,ARTS 7,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ART 212 - C 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 112 G 
4 cr 
CRN 30359","Ceramic Sculpture I
CLA-Breadth/Arts",William Mutter,12:15 PM - 02:15 PM MW,ARTS 7,16,13,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ART 212 - G 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 120 J 
4 cr 
CRN 30360","Digital Imaging
CLA-Breadth/Arts",Olivia Ciummo,01:45 PM - 03:45 PM MW,ARTS 102,14,14,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 130 D 
4 cr 
CRN 30361","Photography I
CLA-Breadth/Arts",Rebecca Soderholm,09:25 AM - 11:25 AM TR,ARTS 102,14,14,0,1,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 140 K 
4 cr 
CRN 30362","Printmaking 1
CLA-Breadth/Arts",Ahni Kruger,01:45 PM - 03:45 PM TR,ARTS 3,15,14,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ART 240 - K 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 160 H 
4 cr 
CRN 30363","Painting I
CLA-Breadth/Arts",Michael Peglau,12:15 PM - 02:15 PM TR,ARTS 202,12,13,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 160 K 
4 cr 
CRN 30364","Painting I
CLA-Breadth/Arts",Michael Peglau,02:30 PM - 04:30 PM TR,ARTS 202,12,11,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 205 MO 
4 cr 
CRN 30365","Sculpture II
CLA-Breadth/Arts",Raymond Stein,04:30 PM - 06:30 PM TR,ARTS 8,16,11,5,0,"Pre-reqs: ART 105 
Co-Reqs: 
Cross Listed: ART 105 - MO; ART 305 - MO 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 206 C 
4 cr 
CRN 30366",Drawing II,Claire Sherman,09:25 AM - 11:25 AM WF,ARTS 206,14,14,0,1,"Pre-reqs: ART 106 OR ART 21X 
Co-Reqs: 
Cross Listed: ART 306 - C 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 212 C 
4 cr 
CRN 30367",Ceramic Sculpture II,William Mutter,09:25 AM - 11:25 AM MW,ARTS 7,16,16,0,1,"Pre-reqs: ART 112 OR ART 27X 
Co-Reqs: 
Cross Listed: ART 112 - C 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 212 G 
4 cr 
CRN 30368",Ceramic Sculpture II,William Mutter,12:15 PM - 02:15 PM MW,ARTS 7,16,13,3,0,"Pre-reqs: ART 112 OR ART 27X 
Co-Reqs: 
Cross Listed: ART 112 - G 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 240 K 
4 cr 
CRN 30369",Printmaking II,Ahni Kruger,01:45 PM - 03:45 PM TR,ARTS 3,15,14,1,0,"Pre-reqs: (ART 140 OR ART 106 ) 
Co-Reqs: 
Cross Listed: ART 140 - K 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 260 D 
4 cr 
CRN 30370",Painting II,Claire Sherman,09:25 AM - 11:25 AM TR,ARTS 201,12,12,0,0,"Pre-reqs: ART 160 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 270 J 
4 cr 
CRN 30371","Beyond Earth: Contemporary Artists and the Environment Crisis
CLA-Breadth/Arts
CLA-Diversity US
CLA-Writing Intensive","Lisa Jordan
 Valerie Hegarty",01:45 PM - 03:45 PM MW,ARTS 8,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ESS 281 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X 
1 cr 
CRN 30682",Ind. Study: Art,,,,0,0,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X1 
4 cr 
CRN 30798",Printmaking,Ahni Kruger,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X10 
1 cr 
CRN 31042",: Continued Study Advanced Painting,Claire Sherman,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X2 
1 cr 
CRN 30834",Painting Landscapes,Michael Peglau,-,,0,1,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X3 
4 cr 
CRN 30904",Ind. Study: Art,Valerie Hegarty,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X4 
1 cr 
CRN 30907",Independent Study with Artist in Residence,Valerie Hegarty,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X5 
1 cr 
CRN 30959",Ind. Study: Art,Michael Peglau,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X6 
1 cr 
CRN 30967",Ind. Study: Art,Raymond Stein,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X7 
1 cr 
CRN 31005",Ind. Study: Art,Raymond Stein,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X8 
1 cr 
CRN 31016",Ind. Study: Art,Raymond Stein,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X9 
1 cr 
CRN 31024",Ind. Study: Art,Claire Sherman,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 305 MO 
4 cr 
CRN 30372",Sculpture III,Raymond Stein,04:30 PM - 06:30 PM TR,ARTS 8,16,11,5,0,"Pre-reqs: (ART 208 ) OR (ART 205 OR ART 28X ) 
Co-Reqs: 
Cross Listed: ART 105 - MO; ART 205 - MO 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 306 C 
4 cr 
CRN 30373",Drawing III,Claire Sherman,09:25 AM - 11:25 AM WF,ARTS 206,14,14,0,0,"Pre-reqs: ART 206 OR ART 122X 
Co-Reqs: 
Cross Listed: ART 206 - C 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 310 C1 
2 cr 
CRN 30374","Artist Writes
CLA-Writing in the Major",Rebecca Soderholm,"09:25 AM - 10:40 AM WF
 08:30 AM - 11:30 AM M - Final Exam","ARTS 106
 ARTS 106 - Final Exam",9,8,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: 1st Half Session 
Final Exam:"
"ART 310 C2 
2 cr 
CRN 30375","Artist Writes
CLA-Writing in the Major",Rebecca Soderholm,"09:25 AM - 10:40 AM WF
 08:30 AM - 11:30 AM M - Final Exam","ARTS 137
 ARTS 137 - Final Exam",10,8,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: 2nd Half Session 
Final Exam:"
"ART 320 LN 
4 cr 
CRN 30380","Digital Animation
CLA-Breadth/Arts
CLA-Quantitative",Olivia Ciummo,04:30 PM - 06:30 PM MW,ARTS 102,14,14,0,3,"Pre-reqs: (ART 220 OR ART 37X ) OR (ART 120 OR ART 35X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 330 MO 
4 cr 
CRN 30381",Photography III,Rebecca Soderholm,04:30 PM - 06:30 PM TR,ARTS 102,14,7,7,0,"Pre-reqs: (ART 130 OR ART 33X ) AND (ART 230 OR ART 34X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 360 G 
4 cr 
CRN 30383",Painting III,Claire Sherman,12:15 PM - 02:15 PM WF,ARTS 201,16,16,0,0,"Pre-reqs: ART 260 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 402 D 
4 cr 
CRN 30385","Advanced Studio Projects
CLA-Capstone",Raymond Stein,09:25 AM - 11:25 AM TR,ARTS 207,16,14,2,0,"Pre-reqs: ART 400 OR ART 140X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 402 D 
4 cr 
CRN 30385","Senior Studio II
CLA-Capstone",Raymond Stein,09:25 AM - 11:25 AM TR,ARTS 207,16,14,2,0,"Pre-reqs: ART 400 OR ART 140X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ARTH 102 J 
4 cr 
CRN 30115","Survey West Art : Mod/Contem
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Diversity International",Jee Hyun Kim,"01:45 PM - 03:00 PM MW
 04:00 PM - 07:00 PM M - Final Exam","ARTS 106
 ARTS 106 - Final Exam",45,21,24,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 102 J 
4 cr 
CRN 30115","Western Art II: Pre-Modern
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Diversity International",Jee Hyun Kim,"01:45 PM - 03:00 PM MW
 04:00 PM - 07:00 PM M - Final Exam","ARTS 106
 ARTS 106 - Final Exam",45,21,24,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 219 D 
4 cr 
CRN 30592","Special Topics in Art History: The Modern Age in the West
CLA-Breadth/Arts
CLA-Breadth/Humanities","Kimberly Rhodes
 Erik Anderson",09:25 AM - 10:40 AM TR,ARTS 106,25,23,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: HUM 217 - D 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 231 G 
4 cr 
CRN 30116","Native Arts and Archaeology
CLA-Baldwin Honors
CLA-Writing Intensive",Maria Masucci,12:15 PM - 01:30 PM MW,HSC S3A,25,25,0,0,"Pre-reqs: (ANTH 103 OR ANTH 3X ) AND (ANTH 104 OR ANTH 4X ) 
Co-Reqs: 
Cross Listed: ANTH 231 - G 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 242 K 
4 cr 
CRN 30725",Beauty is Truth. Truth is Beauty. Or is it?,"Erik Anderson
 Alan Rosan
 Jill Cermele
 John Lenz
 Kesha Moore
 Margaret Kuntz
 Raul Rosales
 Valerie Hegarty",01:45 PM - 03:00 PM TR,BC 204,20,20,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: HUM 203 - K; PHIL 334 - K 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 300 X 
1 cr 
CRN 30683",Ind. Study: Art History,,,,0,0,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ARTH 300 X1 
1 cr 
CRN 30833",Studio Assistant Independent Study,Valerie Hegarty,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ARTH 300 X2 
1 cr 
CRN 30844",Elizabeth Korn Paintings Exhibition,Kimberly Rhodes,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 300 X3 
1 cr 
CRN 30994",Ind. Study: Art History,Kimberly Rhodes,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ARTH 303 G 
4 cr 
CRN 30117","Italian Renaissance Art
CLA-Breadth/Arts
CLA-Breadth/Humanities",Jee Hyun Kim,"12:15 PM - 01:30 PM MW
 12:30 PM - 03:30 PM M - Final Exam","ARTS 106
 ARTS 106 - Final Exam",45,9,36,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 306 H 
4 cr 
CRN 30118","Early 20th-Century Art
CLA-Breadth/Arts
CLA-Breadth/Humanities",Lynn Somers-Davis,"12:15 PM - 01:30 PM TR
 12:30 PM - 03:30 PM T - Final Exam","ARTS 106
 ARTS 106 - Final Exam",45,30,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 375 C 
4 cr 
CRN 30120","Museums and Society
CLA-Breadth/Interdisciplinary
CLA-Off Campus Experience",Marguerite Keane,09:25 AM - 10:40 AM WF,ARTS 105,15,16,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ANTH 375 - C 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 375L C1 
0 cr 
CRN 30121",Museums and Society Lab,Marguerite Keane,"09:00 AM - 09:15 AM F
 10:50 AM - 05:00 PM F",,15,16,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ANTH 375L - X 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 400 K 
4 cr 
CRN 30122","The Art of the Book
CLA-Breadth/Humanities
CLA-Capstone
CLA-Writing in the Major",Marguerite Keane,01:45 PM - 04:15 PM T,ARTS 105,15,12,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 411 X1 
4 cr 
CRN 30813","The Late Paintings of Worthington Whittredge: American Barbizon and the New Internationalism
CLA-Capstone
CLA-Writing Intensive",Kimberly Rhodes,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ARTH 411 X2 
0 cr 
CRN 30853","Specialized Honors in Art History II
CLA-Capstone
CLA-Writing Intensive",Kimberly Rhodes,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"BCHM 395 X 
4 cr 
CRN 30713","Research in Biochemistry
CLA-Writing in the Major",Stephen Dunaway,-,,15,5,10,0,"Pre-reqs: (CHEM 360 ) OR (CHEM 117X ) OR (CHEM 117X ) OR (BIOL 368 ) OR (BIOL 156X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
