Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ANTH 300 X 
1 cr 
CRN 10886",Independent Study in Anthropology,Maria Masucci,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: 2nd Half Session 
Final Exam:"
"ANTH 300 X1 
1 cr 
CRN 10990",A Comparison of Art and Architecture in London to Museums and Society in NYC,Maria Masucci,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: 2nd Half Session 
Final Exam:"
"ANTH 300 X2 
1 cr 
CRN 10909",Primatology,Linda Van Blerkom,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ANTH 300 X4 
1 cr 
CRN 11087",Independent Study: Asian American Activism,Marc Boglioli,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ANTH 301 T 
4 cr 
CRN 10007","Medical Anthropology
CLA-Breadth/Social Science",Linda Van Blerkom,"02:40 PM - 03:55 PM MW
 07:30 PM - 10:30 PM W - Final Exam","HSC S142
 HSC S142 - Final Exam",25,17,8,0,"Pre-reqs: ANTH 104 OR ANTH 4X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ANTH 304 S 
4 cr 
CRN 10008","Selected Topics in Cultural Anthropology; Homelessness in America
CLA-Breadth/Social Science
CLA-Civic Engagement OLD
CLA-Off Campus Experience",Marc Boglioli,07:00 PM - 09:30 PM R,BC 102,12,12,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ANTH 311 G 
4 cr 
CRN 10009","Archaeological Method and Theory
CLA-Quantitative
CLA-Writing in the Major",Maria Masucci,"11:50 AM - 01:05 PM WF
 12:30 PM - 03:30 PM W - Final Exam","BC 103
 BC 216 - Final Exam",15,5,10,0,"Pre-reqs: (ANTH 103 OR ANTH 3X ) AND (ANTH 230 OR ANTH 12X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ANTH 311L JT 
0 cr 
CRN 10011",Archaeological Method and Theory Lab,Maria Masucci,01:15 PM - 03:55 PM F,HSC S105,15,5,10,0,"Pre-reqs: ANTH 103 OR ANTH 3X 
Co-Reqs: ANTH 311 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ANTH 312 H 
4 cr 
CRN 10010","Human Osteology
CLA-Writing in the Major",Linda Van Blerkom,"11:50 AM - 01:05 PM TR
 12:30 PM - 03:30 PM R - Final Exam","HSC S142
 HSC S142 - Final Exam",15,8,7,0,"Pre-reqs: ANTH 103 OR ANTH 3X 
Co-Reqs: ANTH 312L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ANTH 312L KZ 
0 cr 
CRN 10012",Human Osteology Laboratory,Linda Van Blerkom,01:15 PM - 04:15 PM R,HSC S106,15,8,7,0,"Pre-reqs: ANTH 103 
Co-Reqs: ANTH 312 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ANTH 410 X 
4 cr 
CRN 11026","Asian American Activism
CLA-Baldwin Honors
CLA-Capstone
CLA-Writing Intensive",Marc Boglioli,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ARBC 101 E 
4 cr 
CRN 10713",Elementary Modern Standard Arabic,Huda Shanawani,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM M - Final Exam","HSC S139
 HSC S139 - Final Exam",15,9,6,0,"Pre-reqs: 
Co-Reqs: ARBC 103 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARBC 103 D 
2 cr 
CRN 10714",Arabic Conversation,Huda Shanawani,"09:00 AM - 10:15 AM TR
 08:30 AM - 11:30 AM R - Final Exam","BC 120
 BC 120 - Final Exam",15,9,6,0,"Pre-reqs: 
Co-Reqs: ARBC 101 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ART 106 DF 
4 cr 
CRN 10145","Drawing I
CLA-Breadth/Arts",Raymond Stein,09:40 AM - 11:40 AM TR,ARTS 206,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 106 HK 
4 cr 
CRN 10146","Drawing I
CLA-Breadth/Arts",Raymond Stein,11:50 AM - 01:50 PM TR,ARTS 206,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ART 306 - HK 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 106 ZM 
4 cr 
CRN 10147","Drawing I
CLA-Breadth/Arts",Jason Karolak,02:40 PM - 04:40 PM TR,ARTS 206,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 112 JT 
4 cr 
CRN 10148","Ceramic Sculpture I
CLA-Breadth/Arts",William Mutter,01:15 PM - 03:15 PM MW,ARTS 7,16,18,-2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ART 212 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 112 TL 
4 cr 
CRN 10149","Ceramic Sculpture I
CLA-Breadth/Arts",William Mutter,03:45 PM - 05:45 PM MW,ARTS 7,16,17,-1,3,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ART 212 - TL 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 120 HK 
4 cr 
CRN 10152","Digital Imaging
CLA-Breadth/Arts",Janne Hoeltermann,12:30 PM - 02:30 PM TR,ARTS 102,12,11,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 130 DF 
4 cr 
CRN 10158","Photography I
CLA-Breadth/Arts",Rory Mulligan,09:00 AM - 11:00 AM TR,ARTS 2,12,12,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 130 GJ 
4 cr 
CRN 10155","Photography I
CLA-Breadth/Arts",Rebecca Soderholm,12:30 PM - 02:30 PM MW,ARTS 2,12,12,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 140 KZ 
4 cr 
CRN 10161","Printmaking I
CLA-Breadth/Arts",Ahni Kruger,01:55 PM - 03:55 PM TR,ARTS 3,12,12,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ART 240 - KZ; ART 340 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 160 EG 
4 cr 
CRN 10164","Painting I
CLA-Breadth/Arts",Michael Peglau,10:25 AM - 12:25 PM MW,ARTS 202,12,12,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: MATA 801 - EG 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 160 JT 
4 cr 
CRN 10171","Painting I
CLA-Breadth/Arts",Michael Peglau,01:15 PM - 03:15 PM MW,ARTS 202,12,12,0,2,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 160 TL 
4 cr 
CRN 10168","Painting I
CLA-Breadth/Arts",Michael Peglau,03:45 PM - 05:45 PM MW,ARTS 202,12,11,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 212 JT 
4 cr 
CRN 10179",Ceramic Sculpture II,William Mutter,"01:15 PM - 03:15 PM MW
 04:00 PM - 07:00 PM M - Final Exam","ARTS 7
 ARTS 7 - Final Exam",16,18,-2,0,"Pre-reqs: ART 112 OR ART 27X 
Co-Reqs: 
Cross Listed: ART 112 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 212 TL 
4 cr 
CRN 10180",Ceramic Sculpture II,William Mutter,03:45 PM - 05:45 PM MW,ARTS 7,16,17,-1,1,"Pre-reqs: ART 112 OR ART 27X 
Co-Reqs: 
Cross Listed: ART 112 - TL 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 220 ZM 
4 cr 
CRN 10181","Digital Video
CLA-Breadth/Arts",Janne Hoeltermann,02:40 PM - 04:40 PM TR,ARTS 102,12,13,-1,1,"Pre-reqs: 
Co-Reqs: 
Cross Listed: MATA 802 - ZM 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 230 HK 
4 cr 
CRN 10182","Photography II
CLA-Breadth/Arts",Rory Mulligan,11:50 AM - 01:50 PM TR,ARTS 2,14,13,1,0,"Pre-reqs: ART 130 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 240 KZ 
4 cr 
CRN 10197",Printmaking II,Ahni Kruger,01:55 PM - 03:55 PM TR,ARTS 3,12,12,0,0,"Pre-reqs: (ART 140 OR ART 106 ) 
Co-Reqs: 
Cross Listed: ART 140 - KZ; ART 340 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 260 HK 
4 cr 
CRN 10198",Painting II,Jason Karolak,12:30 PM - 02:30 PM TR,ARTS 201,12,12,0,2,"Pre-reqs: ART 160 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X 
1 cr 
CRN 10871",Printmaking,Ahni Kruger,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X1 
1 cr 
CRN 10930",Printmaking,Ahni Kruger,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X2 
1 cr 
CRN 10997",Drawing Living Beings,Raymond Stein,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 300 X3 
1 cr 
CRN 10877",Printmaking - Etching,Ahni Kruger,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X4 
1 cr 
CRN 10910",Ceramic Sculpture,Raymond Stein,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X5 
1 cr 
CRN 11014",Independent Study: Art - Medium Format Portraiture,Rebecca Soderholm,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 340 JT 
4 cr 
CRN 10485",Printmaking III,Ahni Kruger,01:55 PM - 03:55 PM TR,ARTS 3,12,12,0,0,"Pre-reqs: ART 240 
Co-Reqs: 
Cross Listed: ART 140 - KZ; ART 240 - KZ 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385 X 
4 cr 
CRN 10490","Semester on Comtemporary Art
CLA-Diversity US
CLA-Off Campus Experience
CLA-Writing Intensive",Lee Arnold,-,,25,21,4,0,"Pre-reqs: ARTH 306 
Co-Reqs: ART 385L 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 385L X 
0 cr 
CRN 10492",Lab for ART*385,Lee Arnold,09:30 AM - 05:30 PM WF,,10,8,2,0,"Pre-reqs: 
Co-Reqs: ART 385 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385L X1 
0 cr 
CRN 10493",Lab for ART*385,Lee Arnold,09:30 AM - 05:30 PM W,,10,4,6,0,"Pre-reqs: 
Co-Reqs: ART 385 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385L X2 
0 cr 
CRN 10494",Lab for ART*385,Lee Arnold,09:30 AM - 05:30 PM F,,10,9,1,0,"Pre-reqs: 
Co-Reqs: ART 385 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 400 DF 
4 cr 
CRN 10491","Selected Studio Projects
CLA-Capstone",Jason Karolak,09:40 AM - 11:40 AM TR,ARTS 207,16,17,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 400 DF 
4 cr 
CRN 10491","Senior Studio I
CLA-Capstone",Jason Karolak,09:40 AM - 11:40 AM TR,ARTS 207,16,17,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 410 X 
4 cr 
CRN 10933","Landscaping Home
CLA-Capstone
CLA-Writing Intensive",Michael Peglau,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ART 410 X1 
4 cr 
CRN 10959","Environmental Themes in Photography
CLA-Capstone
CLA-Writing Intensive",Michael Peglau,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ARTH 101 E 
4 cr 
CRN 10200","Survey of Western Art: Ancient and Medieval
CLA-Breadth/Arts
CLA-Breadth/Humanities",Marguerite Keane,"10:25 AM - 11:40 AM MW
 12:30 PM - 03:30 PM M - Final Exam","ARTS 106
 ARTS 106 - Final Exam",45,21,24,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 102 F 
4 cr 
CRN 10201","Survey of Western Art: Early Modern, Modern and Contemporary
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Diversity International",Margaret Kuntz,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM T","ARTS 106
 ARTS 106",45,20,25,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 102 F 
4 cr 
CRN 10201","Survey of Western Art: Early Modern, Modern and Contemporary
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Diversity International",Margaret Kuntz,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM T","ARTS 106
 ARTS 106",45,20,25,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 221H H 
4 cr 
CRN 10632","Honors - Islam and New York City
CLA-Baldwin Honors
CLA-Breadth/Arts
CLA-Diversity International","Marguerite Keane
 Marie-Pascale Pieretti","11:50 AM - 01:05 PM TR
 12:30 PM - 03:30 PM R - Final Exam","ARTS 106
 ARTS 106 - Final Exam",25,23,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: HUM 230H - H 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 231 J 
4 cr 
CRN 10627","Native Arts and Archaeology of Latin America
CLA-Diversity International
CLA-Writing Intensive",Maria Masucci,"01:15 PM - 02:30 PM MW
 04:00 PM - 07:00 PM M - Final Exam","BC 102
 BC 218 - Final Exam",30,11,19,0,"Pre-reqs: (ANTH 103 OR ANTH 3X ) AND (ANTH 104 OR ANTH 4X ) 
Co-Reqs: 
Cross Listed: ANTH 231 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 260 G 
4 cr 
CRN 10683","History of Architecture from A to Z: Alberti to Zaha Hadid
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Quantitative",Margaret Kuntz,"11:50 AM - 01:05 PM WF
 12:30 PM - 03:30 PM W - Final Exam","ARTS 106
 ARTS 106 - Final Exam",22,18,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 300 X1 
1 cr 
CRN 11079",Specialized Honors I: Droit de Suite,Kimberly Rhodes,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ARTH 302 D 
4 cr 
CRN 10720","Medieval Art
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Writing Intensive",Marguerite Keane,"09:00 AM - 10:15 AM TR
 08:30 AM - 11:30 AM R - Final Exam","ARTS 106
 ARTS 106 - Final Exam",22,13,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 307H J 
4 cr 
CRN 10638","HON - American Art
CLA-Baldwin Honors
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Diversity US
CLA-Writing Intensive",Kimberly Rhodes,"01:15 PM - 02:30 PM MW
 04:00 PM - 07:00 PM M - Final Exam","ARTS 105
 ARTS 105 - Final Exam",20,11,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 310 KZ 
4 cr 
CRN 10721","Monuments, Memorials, and Sites of Devotion
CLA-Breadth/Humanities
CLA-Writing Intensive
CLA-Writing in the Major",Margaret Kuntz,01:15 PM - 03:45 PM R,ARTS 105,15,5,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 383 X 
4 cr 
CRN 10679","Art and Architecture in London
CLA-Breadth/Arts
CLA-Breadth/Humanities","Neil Levi
 Kimberly Rhodes",-,,15,6,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 410 X1 
4 cr 
CRN 10827","Specialized Honors I: Resisting Otherness: Representations of Femininity in Italian Renaissance Art
CLA-Capstone
CLA-Writing Intensive",Margaret Kuntz,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ARTH 410 X2 
4 cr 
CRN 10828","Specialized Honors I: Droit de Suite
CLA-Capstone
CLA-Writing Intensive",Kimberly Rhodes,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"BCHM 300 X 
4 cr 
CRN 11099",Ind. Stud.: BCHM and Molec Bio,Ryan Hinrichs,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"BCHM 300 X1 
4 cr 
CRN 11086",Independent Study:Interferon Signaling Response to HIV Pathogenesis,Brianne Barker,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"BCHM 300 X2 
4 cr 
CRN 11101",Ind. Stud.: BCHM and Molec Bio,Bimal Dasmahapatra,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"BCHM 395 X 
4 cr 
CRN 10734","Research in Biochemistry
CLA-Writing in the Major",Adam Cassano,-,,15,8,7,0,"Pre-reqs: (CHEM 360 ) OR (CHEM 117X ) OR (CHEM 117X ) OR (BIOL 368 ) OR (BIOL 156X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X 
4 cr 
CRN 10735",""" A Steric Hinderance Study on the Inhibtion of human Metabolism of p53 Reactivating Compounds""
CLA-Capstone
CLA-Writing Intensive",Ronald Doll,-,,15,1,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X1 
4 cr 
CRN 10829","Specialized Honors I: Investigating the Mechanism of Calcium Metal Ion Phosphodiester Cleavage
CLA-Capstone
CLA-Writing Intensive",Adam Cassano,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X2 
4 cr 
CRN 10830","Specialized Honors I: Glucaric Acid Production by a Recombinant E.coli Strain
CLA-Capstone
CLA-Writing Intensive",Neal Connors,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X3 
4 cr 
CRN 10831","Specialized Honors I: Development of Novel Assays for the Reactivation of Mutant p53
CLA-Capstone
CLA-Writing Intensive",Bimal Dasmahapatra,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X4 
4 cr 
CRN 10839","Specialized Honors I: Protein Nitration by Use of Simulated Traffic Pollution
CLA-Capstone
CLA-Writing Intensive",Ryan Hinrichs,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X5 
4 cr 
CRN 10891","Studies in the Evolutionary Conservation of Translation Elongation Factor 3
CLA-Capstone
CLA-Writing Intensive",Stephen Dunaway,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X6 
4 cr 
CRN 10894","Interferon Signaling Response to HIV Pathogenesis
CLA-Capstone
CLA-Writing Intensive",Brianne Barker,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"BIOL 150 E 
4 cr 
CRN 10151","Ecology and Evolution
CLA-Breadth/Natural Science
CLA-Quantitative
CLA-Writing in the Major",Caroline Maier,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM M - Final Exam","HSC S4
 HSC S4 - Final Exam",56,47,9,0,"Pre-reqs: 
Co-Reqs: BIOL 150L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150 G 
4 cr 
CRN 10153","Ecology and Evolution
CLA-Breadth/Natural Science
CLA-Quantitative
CLA-Writing in the Major",Sara Webb,"11:50 AM - 12:55 PM MWF
 12:30 PM - 03:30 PM W - Final Exam","HSC S4
 HSC S4 - Final Exam",56,42,14,0,"Pre-reqs: 
Co-Reqs: BIOL 150L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L BDF 
0 cr 
CRN 10150",Lab for Ecology and Evolution,Paris Scarano,08:40 AM - 11:40 AM T,HSC S129,20,20,0,1,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: BIOL 150LA - X 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L JT 
0 cr 
CRN 10185",Lab for Ecology and Evolution,Paris Scarano,01:15 PM - 04:15 PM M,HSC S129,20,16,4,0,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L JT2 
0 cr 
CRN 10187",Lab for Ecology and Evolution,Paris Scarano,01:15 PM - 04:15 PM W,HSC S129,20,16,4,0,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: BIOL 150LA - X2 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
