Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ART 300 X 
1 cr 
CRN 10919",Ind. Study: Art,,,,0,0,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X1 
1 cr 
CRN 10975",Ind. Study: Art,Michael Peglau,-,,3,3,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X2 
1 cr 
CRN 11021",Ind. Study: Art,Raymond Stein,-,,5,3,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X3 
1 cr 
CRN 11113",Ind. Study: Art,Claire Sherman,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X4 
1 cr 
CRN 11172",Ind. Study: Art,Lee Arnold,-,,3,2,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X5 
1 cr 
CRN 11173",Ind. Study: Art,William Mutter,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X6 
1 cr 
CRN 11191",Ind. Study: Art,Valerie Hegarty,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 300 X7 
1 cr 
CRN 11216",Ind. Study: Art,Michael Peglau,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 305 HK 
4 cr 
CRN 10156",Sculpture III,Raymond Stein,12:15 PM - 02:15 PM TR,ARTS 8,16,11,5,0,"Pre-reqs: (ART 208 ) OR (ART 205 OR ART 28X ) 
Co-Reqs: 
Cross Listed: ART 105 - HK; ART 205 - HK 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 340 HK 
4 cr 
CRN 10891",Printmaking III,Ahni Kruger,01:15 PM - 03:15 PM TR,ARTS 3,14,14,0,0,"Pre-reqs: ART 240 
Co-Reqs: 
Cross Listed: ART 140 - HK 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385 X 
4 cr 
CRN 10833","Semester on Comtemporary Art
CLA-Off Campus Experience
CLA-Writing Intensive",Lee Arnold,-,,27,24,3,0,"Pre-reqs: ARTH 306 
Co-Reqs: ART 385L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385L AN 
0 cr 
CRN 10834",Lab for ART*385,Lee Arnold,09:30 AM - 05:30 PM WF,OFF CAM,7,6,1,0,"Pre-reqs: 
Co-Reqs: ART 385 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385L AN2 
0 cr 
CRN 10835",Lab for ART*385,Lee Arnold,09:30 AM - 05:30 PM W,,20,5,15,0,"Pre-reqs: 
Co-Reqs: ART 385 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 385L AN3 
0 cr 
CRN 10836",Lab for ART*385,Lee Arnold,09:30 AM - 05:30 PM F,,10,13,-3,0,"Pre-reqs: 
Co-Reqs: ART 385 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 400 DF 
4 cr 
CRN 10158","Selected Studio Projects
CLA-Capstone",Raymond Stein,09:25 AM - 11:25 AM TR,ARTS 207,18,14,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ART 400 DF 
4 cr 
CRN 10158","Senior Studio I
CLA-Capstone",Raymond Stein,09:25 AM - 11:25 AM TR,ARTS 207,18,14,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ARTH 101 D 
4 cr 
CRN 10159","Western Art I: Ancient and Medieval
CLA-Breadth/Arts
CLA-Breadth/Humanities",Marguerite Keane,"09:25 AM - 10:40 AM TR
 12:30 PM - 03:30 PM R - Final Exam","ARTS 106
 ARTS 106 - Final Exam",45,23,22,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 243 E 
4 cr 
CRN 10163","History of Photography
CLA-Breadth/Arts
CLA-Breadth/Humanities",Lynn Somers-Davis,"10:50 AM - 12:05 PM MW
 12:30 PM - 03:30 PM F - Final Exam","ARTS 106
 ARTS 106 - Final Exam",45,11,34,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 300 X 
1 cr 
CRN 10922",Ind. Study: Art History,,,,0,0,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 302 H 
4 cr 
CRN 10160","Medieval Art
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Writing Intensive",Marguerite Keane,"12:15 PM - 01:30 PM TR
 12:30 PM - 03:30 PM T - Final Exam","ARTS 106
 ARTS 106 - Final Exam",20,17,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 305 F 
4 cr 
CRN 10161","19th Century Art
CLA-Breadth/Arts
CLA-Breadth/Humanities",Kimberly Rhodes,"10:50 AM - 12:05 PM TR
 08:30 AM - 11:30 AM T - Final Exam","ARTS 106
 ARTS 106 - Final Exam",20,11,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 305 F 
4 cr 
CRN 10161","19th-Cen.EuroArt: Neoclass-Pos
CLA-Breadth/Arts
CLA-Breadth/Humanities",Kimberly Rhodes,"10:50 AM - 12:05 PM TR
 08:30 AM - 11:30 AM T - Final Exam","ARTS 106
 ARTS 106 - Final Exam",20,11,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 310 J 
4 cr 
CRN 10162","Feminism and Contemporary Art
CLA-Breadth/Humanities
CLA-Writing Intensive
CLA-Writing in the Major",Kimberly Rhodes,01:45 PM - 04:15 PM W,ARTS 105,15,9,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 383 X 
4 cr 
CRN 10910","Art and Architecture in London
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Off Campus Experience",Wendy Kolmar,-,,50,14,36,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ARTH 410 X1 
4 cr 
CRN 10984","Specialized Honors in Art History I
CLA-Capstone
CLA-Writing Intensive",Kimberly Rhodes,-,,5,2,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"BCHM 395 X 
4 cr 
CRN 10892","Research in Biochemistry
CLA-Writing in the Major",Stephen Dunaway,-,,16,8,8,0,"Pre-reqs: (CHEM 360 ) OR (CHEM 117X ) OR (CHEM 117X ) OR (BIOL 368 ) OR (BIOL 156X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X 
4 cr 
CRN 10879","Specialized Honors in Biochemistry I
CLA-Capstone
CLA-Writing Intensive",,-,,10,0,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X1 
4 cr 
CRN 11014","Specialized Honors in Biochemistry I
CLA-Capstone
CLA-Writing Intensive",Stephen Dunaway,-,,5,1,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BCHM 410 X2 
4 cr 
CRN 11015","Specialized Honors in Biochemistry I
CLA-Capstone
CLA-Writing Intensive",Bimal Dasmahapatra,-,,5,1,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"BHVR 300 X 
4 cr 
CRN 10923",Independent Study in Behavioral Science,,,,0,0,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"BIOL 150 A 
4 cr 
CRN 10187","Ecology and Evolution
CLA-Breadth/Natural Science
CLA-Writing in the Major",Tammy Windfelder,"08:25 AM - 09:15 AM MWF
 08:30 AM - 11:30 AM F - Final Exam","HSC S308
 HSC HSC -S308 - Final Exam",40,37,3,0,"Pre-reqs: 
Co-Reqs: BIOL 150L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150 E 
4 cr 
CRN 10172","Ecology and Evolution
CLA-Breadth/Natural Science
CLA-Writing in the Major",Caroline Maier,"10:50 AM - 11:55 AM MWF
 12:30 PM - 03:30 PM F - Final Exam","HSC S4
 HSC HSC -S4 - Final Exam",40,37,3,0,"Pre-reqs: 
Co-Reqs: BIOL 150L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L A1 
0 cr 
CRN 10184",Lab for Ecology and Evolution,Paris Scarano,01:15 PM - 04:15 PM W,HSC S129,20,18,2,0,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L A2 
0 cr 
CRN 10186",Lab for Ecology and Evolution,Paris Scarano,01:15 PM - 04:15 PM R,HSC S129,20,15,5,0,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"BIOL 150L E1 
0 cr 
CRN 10182",Lab for Ecology and Evolution,Paris Scarano,01:15 PM - 04:15 PM M,HSC S129,20,20,0,0,"Pre-reqs: 
Co-Reqs: BIOL 150 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
